Id,SalePrice
2855,171750
2856,212000
2857,183000
2858,185000
2859,112000
2860,127500
2861,157000
2862,183000
2863,140000
2864,200000
2865,148000
2866,130000
2867,80000
2868,128000
2869,115000
2870,135000
2871,107000
2872,60000
2873,100000
2874,127000
2875,141000
2876,135000
2877,128000
2878,144000
2879,127000
2880,105000
2881,97500
2882,140000
2883,129900
2884,140000
2885,207000
2886,244400
2887,102000
2888,114500
2889,82500
2890,80000
2891,139000
2892,52000
2893,82000
2894,37900
2895,275000
2896,275000
2897,184000
2898,184000
2899,215000
2900,165000
2901,167000
2902,181000
2903,315000
2904,315000
2905,140000
2906,206300
2907,115000
2908,130000
2909,124000
2910,84500
2911,83500
2912,158000
2913,88000
2914,88000
2915,88000
2916,88000
2917,162000
2918,93500
2919,225000
